Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,22.3,21.5,23.1,21.5 - 23.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,37,33.2,41.1,33.2 - 41.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,37,35.5,38.5,35.5 - 38.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,39.1,38,40.2,38.0 - 40.2,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.10,62,"Sep 20 - Oct 2, 2023",09/20/2023,2023-10-02,25.4,24.6,26.2,24.6 - 26.2,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,32.6,28.8,36.5,28.8 - 36.5,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,26.5,25.1,27.8,25.1 - 27.8,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,26.3,25.4,27.1,25.4 - 27.1,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,14.9,14.4,15.4,14.4 - 15.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,36.4,33.1,39.9,33.1 - 39.9,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,30.9,29.3,32.6,29.3 - 32.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,34.6,33.7,35.6,33.7 - 35.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,22.8,22.2,23.4,22.2 - 23.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,43,39.5,46.5,39.5 - 46.5,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,36.9,35.5,38.4,35.5 - 38.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,39.4,38.5,40.3,38.5 - 40.3,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,3.10,63,"Oct 18 - Oct 30, 2023",10/18/2023,2023-10-30,26,25.3,26.6,25.3 - 26.6,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,18.7,16,21.6,16.0 - 21.6,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,14.7,13.6,15.9,13.6 - 15.9,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,15.9,15,16.9,15.0 - 16.9,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,8.8,8.3,9.4,8.3 - 9.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,22.3,19.3,25.5,19.3 - 25.5,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,16.9,15.7,18.1,15.7 - 18.1,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,20.2,19,21.4,19.0 - 21.4,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,13,12.4,13.6,12.4 - 13.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,-1,1,"Nov 27, 2023 - Jan 8, 2024",11/27/2023,2024-01-08,NA,NA,NA,NA,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,27.3,23.9,30.9,23.9 - 30.9,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,21.6,20.4,22.8,20.4 - 22.8,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,24.3,23.1,25.6,23.1 - 25.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,4.0,64,"Jan 9 - Feb 5, 2024",01/09/2024,2024-02-05,15.5,14.9,16,14.9 - 16.0,NA
Symptoms of Depressive Disorder,By Education,United States,Less than a high school diploma,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,19.7,16.4,23.2,16.4 - 23.2,NA
Symptoms of Depressive Disorder,By Education,United States,High school diploma or GED,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,15.3,14,16.6,14.0 - 16.6,NA
Symptoms of Depressive Disorder,By Education,United States,Some college/Associate's degree,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,16.1,15.2,17,15.2 - 17.0,NA
Symptoms of Depressive Disorder,By Education,United States,Bachelor's degree or higher,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,9,8.5,9.6,8.5 - 9.6,NA
Symptoms of Anxiety Disorder,By Education,United States,Less than a high school diploma,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,23.3,20.1,26.8,20.1 - 26.8,NA
Symptoms of Anxiety Disorder,By Education,United States,High school diploma or GED,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,17.9,16.5,19.3,16.5 - 19.3,NA
Symptoms of Anxiety Disorder,By Education,United States,Some college/Associate's degree,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,20.6,19.6,21.7,19.6 - 21.7,NA
Symptoms of Anxiety Disorder,By Education,United States,Bachelor's degree or higher,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,13.6,13.1,14.1,13.1 - 14.1,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Less than a high school diploma,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,27.9,24.5,31.4,24.5 - 31.4,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,High school diploma or GED,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,22.4,20.9,24,20.9 - 24.0,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Some college/Associate's degree,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,24.5,23.5,25.6,23.5 - 25.6,NA
Symptoms of Anxiety Disorder or Depressive Disorder,By Education,United States,Bachelor's degree or higher,4.0,65,"Feb 6 - Mar 4, 2024",02/06/2024,2024-03-04,15.9,15.3,16.5,15.3 - 16.5,NA
